component,var_name_final,loading
pc_all_5,focus_ipca_current_month,0.1597683700966781
pc_all_5,focus_ipca_next_12_average,0.17483045797735536
pc_all_5,focus_ipca_next_12_median,0.1695510605406336
pc_all_5,focus_ipca_year_0,0.17370866991655035
pc_all_5,focus_ipca_year_1,0.06932192512681892
pc_all_5,focus_ipca_year_2,0.012355868386297136
pc_all_5,focus_ipca_year_3,0.09720389386847425
pc_all_5,focus_ipca_year_4,0.053126154776754184
pc_all_5,focus_net_debt_year_0,0.12512793131902294
pc_all_5,focus_net_debt_year_1,0.17980587527706673
pc_all_5,focus_net_debt_year_2,0.200481523089007
pc_all_5,focus_net_debt_year_3,0.18957629582034913
pc_all_5,focus_net_debt_year_4,0.14933167582452658
pc_all_5,focus_nominal_year_0,0.042121562120879454
pc_all_5,focus_nominal_year_1,-0.045904218612444286
pc_all_5,focus_nominal_year_2,-0.047144754863022116
pc_all_5,focus_nominal_year_3,0.0009261016214074759
pc_all_5,focus_nominal_year_4,-0.0421662231115277
pc_all_5,focus_primary_year_0,0.06482106806915139
pc_all_5,focus_primary_year_1,0.05459823937211379
pc_all_5,focus_primary_year_2,0.07702431340190485
pc_all_5,focus_primary_year_3,0.09093092453170815
pc_all_5,focus_primary_year_4,0.05976195343957068
pc_all_5,focus_selic_year_0,0.08260559880285612
pc_all_5,focus_selic_year_1,0.10087276388052432
pc_all_5,focus_selic_year_2,0.1002081426434358
pc_all_5,focus_selic_year_3,0.11536369366457161
pc_all_5,focus_selic_year_4,0.09837728611298034
pc_all_5,focus_trade_b_year_0,0.037185253374188244
pc_all_5,focus_trade_b_year_1,0.009740257613098281
pc_all_5,focus_trade_b_year_2,0.03190932120280661
pc_all_5,focus_trade_b_year_3,0.03212786810342133
pc_all_5,focus_trade_b_year_4,-0.011007966871643392
