,RealPC1_rollstd_d1
2022-08-10,0.06893553342897248
2022-08-11,0.07009343389168368
2022-08-12,0.07361308684364064
2022-08-15,0.07342086016250865
2022-08-16,0.07121261479796966
2022-08-17,0.06916659630130027
2022-08-18,0.0660826619282539
2022-08-19,0.06601855526080334
2022-08-22,0.06769228864795074
2022-08-23,0.06736178405018785
2022-08-24,0.0675462690711617
2022-08-25,0.06881637997655812
2022-08-26,0.06432637700001204
2022-08-29,0.059028705439041936
2022-08-30,0.059131175360878606
2022-08-31,0.05858743359031105
2022-09-01,0.05797136617126492
2022-09-02,0.04172140625984107
2022-09-05,0.04177392692267449
2022-09-06,0.048608278117728755
2022-09-08,0.04799619662521428
2022-09-09,0.051128495426290034
2022-09-12,0.05044522452579813
2022-09-13,0.04244587469682173
2022-09-14,0.0455125448901242
2022-09-15,0.04573464112410549
2022-09-16,0.04557300313068434
2022-09-19,0.04470261112570673
2022-09-20,0.045484699647894054
2022-09-21,0.04661914600208688
2022-09-22,0.053248107928828566
2022-09-23,0.061141528073551506
2022-09-26,0.06207543845302777
2022-09-27,0.062284275399421246
2022-09-28,0.061892096819956804
2022-09-29,0.06326635851305201
2022-09-30,0.0635415028676754
2022-10-03,0.06371590374319948
2022-10-04,0.06373058627708669
2022-10-05,0.06630878732598094
2022-10-06,0.06296153390117078
2022-10-07,0.06279617620966345
2022-10-10,0.06263736166355179
2022-10-11,0.062006090090902126
2022-10-13,0.06146674006637062
2022-10-14,0.06677110677819935
2022-10-17,0.06432775222200905
2022-10-18,0.06420103834993225
2022-10-19,0.06626120513240077
2022-10-20,0.06705388931900763
2022-10-21,0.06686848168051188
2022-10-24,0.06426144543234208
2022-10-25,0.052158202856639066
2022-10-26,0.046840871686091134
2022-10-27,0.044696575521314716
2022-10-28,0.04422429415324541
2022-10-31,0.04788966398794226
2022-11-01,0.04994285861713591
2022-11-03,0.056410086058729374
2022-11-04,0.05517219650190939
2022-11-07,0.05472063351907321
2022-11-08,0.052410521254688806
2022-11-09,0.05956726098058273
2022-11-10,0.07558463900351811
2022-11-11,0.08142588270745653
2022-11-14,0.09129970582327553
2022-11-16,0.08808209876076886
2022-11-17,0.0915543731979487
2022-11-18,0.09298797044622073
2022-11-21,0.0899746174160509
2022-11-22,0.09406473934498337
2022-11-23,0.09511027428983156
2022-11-24,0.09576211518970185
2022-11-25,0.09923905837432727
2022-11-28,0.09901333536763786
2022-11-29,0.09841306949233078
2022-11-30,0.0985637572245126
2022-12-01,0.09355605022586708
2022-12-02,0.09385526997488305
2022-12-05,0.09355903573037339
2022-12-06,0.09213297205420644
2022-12-07,0.09205456064479099
2022-12-08,0.0919590782612886
2022-12-09,0.09047138040490059
2022-12-12,0.0843031219330974
2022-12-13,0.08156121871463608
2022-12-14,0.06468998838442021
2022-12-15,0.06851490922870623
2022-12-16,0.06657022724363808
2022-12-19,0.06312893631179763
2022-12-20,0.06665307897729736
2022-12-21,0.05891864054767938
2022-12-22,0.056245172348995884
2022-12-23,0.05572857313986891
2022-12-26,0.047940474350596216
2022-12-27,0.04806406551086544
2022-12-28,0.06509931400642735
2022-12-29,0.06469255018794003
2022-12-30,0.06417125662481075
2023-01-02,0.07750924317647713
2023-01-03,0.07759342018576212
2023-01-04,0.07863123415899959
2023-01-05,0.0781002265644351
2023-01-06,0.07855937659053458
2023-01-09,0.07939217089991238
2023-01-10,0.07727351141804416
2023-01-11,0.08066398363566098
2023-01-12,0.08030444621842187
2023-01-13,0.07951086502720509
2023-01-16,0.08131955114368265
2023-01-17,0.08381571587109585
2023-01-18,0.0823577234058067
2023-01-19,0.08250277142504737
2023-01-20,0.08247422645795827
2023-01-23,0.0817202663841789
2023-01-24,0.08732853180251747
2023-01-25,0.08720942474983062
2023-01-26,0.07565840068503066
2023-01-27,0.07568164734168895
2023-01-30,0.07568164734168895
2023-01-31,0.05963416520176713
2023-02-01,0.05836693297502403
2023-02-02,0.05490549857697223
2023-02-03,0.05500009135350907
2023-02-06,0.05516314306811086
2023-02-07,0.05493049174775156
2023-02-08,0.05356640772280105
2023-02-09,0.04545041985332843
2023-02-10,0.04517506973163175
2023-02-13,0.04459189623140385
2023-02-14,0.041097789356704884
2023-02-15,0.035384794869586705
2023-02-16,0.03535413056652418
2023-02-17,0.034811935570100094
2023-02-22,0.03480590635844531
2023-02-23,0.034794147270578876
2023-02-24,0.0063019224824462095
2023-02-27,0.0022649258193857217
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-19,0.08412324537331406
2023-06-20,0.08451310815833195
2023-06-21,0.08496121957019798
2023-06-22,0.08499604482608052
2023-06-23,0.08539454458333338
2023-06-26,0.08533691862657193
2023-06-27,0.08579211877908807
2023-06-28,0.08573457835092442
2023-06-29,0.08578349292847891
2023-06-30,0.08670747561574269
2023-07-03,0.08821433154403975
2023-07-04,0.08819236418548776
2023-07-05,0.0882646045128527
2023-07-06,0.08824399149571553
2023-07-07,0.08959077047427152
2023-07-10,0.08957775348514795
2023-07-11,0.08958355654640798
2023-07-12,0.08956633677532046
2023-07-13,0.08954399517495563
2023-07-14,0.08962659142431549
2023-07-17,0.08969868337247398
2023-07-18,0.026483889560915196
2023-07-19,0.02644294197685054
2023-07-20,0.026538705941000513
2023-07-21,0.027307863675392726
2023-07-24,0.027069558550549117
2023-07-25,0.027341397982621127
2023-07-26,0.027106307316205877
2023-07-27,0.02682090835969451
2023-07-28,0.0277256091197964
2023-07-31,0.026748321825694213
2023-08-01,0.0255389704107462
2023-08-02,0.025517156085829884
2023-08-03,0.03828488129520682
2023-08-04,0.038424183703916336
2023-08-07,0.037563737646538545
2023-08-08,0.03740940281979856
2023-08-09,0.037384616479430956
2023-08-10,0.03703654374114404
2023-08-11,0.036636685000622074
2023-08-14,0.037406505783057147
2023-08-15,0.03760093994132197
2023-08-16,0.03722664700599165
2023-08-17,0.03826822020897258
2023-08-18,0.037965886701848965
2023-08-21,0.03952180802758893
2023-08-22,0.03951648427173757
2023-08-23,0.03936823338710469
2023-08-24,0.03933636417398828
2023-08-25,0.03917343503005314
2023-08-28,0.03877300154741519
2023-08-29,0.03903508140925887
2023-08-30,0.03903462278897914
2023-08-31,0.04125188662235479
2023-09-01,0.02822385697099926
2023-09-04,0.026305572288444153
2023-09-05,0.026234851817749826
2023-09-06,0.02540999091528458
2023-09-08,0.025775707373285186
2023-09-11,0.026782121651993115
2023-09-12,0.026791948662966848
2023-09-13,0.025167413899181305
2023-09-14,0.024566801055195143
2023-09-15,0.02447812068450059
2023-09-18,0.023882772826641363
2023-09-19,0.024201376718588977
2023-09-20,0.02192928362363585
2023-09-21,0.02230175760349456
2023-09-22,0.0205500538602652
2023-09-25,0.02112613555152106
2023-09-26,0.02713235371862585
2023-09-27,0.02852719733826536
2023-09-28,0.02878613348438684
2023-09-29,0.031960065591617605
2023-10-02,0.03203067117905942
2023-10-03,0.037650292354730545
2023-10-04,0.03754244549503196
2023-10-05,0.037469195931242004
2023-10-06,0.03807607489438337
2023-10-09,0.0422685058343818
2023-10-10,0.04131089113020693
2023-10-11,0.042797864715355544
2023-10-13,0.04275876815073619
2023-10-16,0.043408464570117045
2023-10-17,0.04496578643527043
2023-10-18,0.04497785840178557
2023-10-19,0.04517219594376518
2023-10-20,0.04749941409320438
2023-10-23,0.04752769960423772
2023-10-24,0.04854675870430647
2023-10-25,0.048464204791624374
2023-10-26,0.049253449968788304
2023-10-27,0.048904800097796
2023-10-30,0.05170053381663791
2023-10-31,0.04885909375619252
2023-11-01,0.0499034313320944
2023-11-03,0.04694144232456713
2023-11-06,0.046771273710743515
2023-11-07,0.04626232618300329
2023-11-08,0.04592368901255328
2023-11-09,0.042262155791677226
2023-11-10,0.04272664447901556
2023-11-13,0.040196653437164075
2023-11-14,0.04292609901352306
2023-11-16,0.042769668193942685
2023-11-17,0.03960199995708228
2023-11-20,0.039289511407917435
2023-11-21,0.037829978463031315
2023-11-22,0.036750791637046365
2023-11-23,0.03659131925603828
2023-11-24,0.03638114115481891
2023-11-27,0.03599603135169704
2023-11-28,0.03352000855441493
2023-11-29,0.033389262695558544
2023-11-30,0.02542150961998744
2023-12-01,0.024996882867262964
2023-12-04,0.025129322140773604
2023-12-05,0.024279300492800613
2023-12-06,0.023837538810482155
2023-12-07,0.023955601094497625
2023-12-08,0.023649559044214914
2023-12-11,0.023609622111056685
2023-12-12,0.02408180855745482
2023-12-13,0.025963318682269695
2023-12-14,0.023169242759510766
2023-12-15,0.022714553942725143
2023-12-18,0.022483083814575054
2023-12-19,0.02248450536508407
2023-12-20,0.022337489874979525
2023-12-21,0.023387650128726168
2023-12-22,0.023381274973278007
2023-12-26,0.02342201341084572
2023-12-27,0.022971314128709255
2023-12-28,0.026337154476815717
2023-12-29,0.024544135864869806
2024-01-02,0.024705834506375195
2024-01-03,0.026302091965325375
2024-01-04,0.024680157617687288
2024-01-05,0.02427368736594833
2024-01-08,0.024917808123936694
2024-01-09,0.024845066734078235
2024-01-10,0.02489494025813498
2024-01-11,0.025157593827173533
2024-01-12,0.02446877402612166
2024-01-15,0.02117459145125441
2024-01-16,0.02333087786302608
2024-01-17,0.025012532642627993
2024-01-18,0.02430049122137212
2024-01-19,0.024561290605234987
2024-01-22,0.024584604957344602
2024-01-23,0.028126472825256786
2024-01-24,0.02846504212600531
2024-01-25,0.028462335500848503
2024-01-26,0.03144193882008867
2024-01-29,0.028302777268707422
2024-01-30,0.029238487356667398
2024-01-31,0.02925899126055176
2024-02-01,0.02817459085632323
2024-02-02,0.029284384874138734
2024-02-05,0.02904651589650668
2024-02-06,0.029073548897917495
2024-02-07,0.028775386779539166
2024-02-08,0.02940519079272896
2024-02-09,0.029631901058910455
2024-02-14,0.029470461091619084
2024-02-15,0.029490968133112614
2024-02-16,0.02785470778049497
2024-02-19,0.02693341939341516
2024-02-20,0.02791566798479937
2024-02-21,0.028040753554322555
2024-02-22,0.027795732198369578
2024-02-23,0.02168666027411519
2024-02-26,0.023633233731014027
2024-02-27,0.02282770881408423
2024-02-28,0.06882583018451108
2024-02-29,0.06883016914892107
2024-03-01,0.0683559046569152
2024-03-04,0.06839190079923933
2024-03-05,0.0675982471074368
2024-03-06,0.06657936670920474
2024-03-07,0.0665551890892207
2024-03-08,0.06677808538989462
2024-03-11,0.06679915520504227
2024-03-12,0.06675853756064348
2024-03-13,0.06677989760558944
2024-03-14,0.06772699036948027
2024-03-15,0.06804508699941042
2024-03-18,0.06805658285747065
2024-03-19,0.06798640431572422
2024-03-20,0.06738647834425135
2024-03-21,0.06795327107992415
2024-03-22,0.06783018548019044
2024-03-25,0.06768985873475261
2024-03-26,0.06631273613245295
2024-03-27,0.06608112979599728
2024-03-28,0.018054376606722475
2024-04-01,0.017997515757382235
2024-04-02,0.018190054296012934
2024-04-03,0.018472834687362993
2024-04-04,0.01960868670936944
2024-04-05,0.01954157364924485
2024-04-08,0.019882848834162664
2024-04-09,0.019653406583110062
2024-04-10,0.022713180335302924
2024-04-11,0.02335503074607305
2024-04-12,0.02391384170316587
2024-04-15,0.02288471086506776
2024-04-16,0.030975691863236128
2024-04-17,0.036753869441105834
2024-04-18,0.037096203294152266
2024-04-19,0.037590620914836795
2024-04-22,0.03738475095990507
2024-04-23,0.03714419082484926
2024-04-24,0.03711186332880808
2024-04-25,0.03703218920590115
2024-04-26,0.03825555988106188
2024-04-29,0.03811284000424079
2024-04-30,0.04047443781332294
2024-05-02,0.04220572902116091
2024-05-03,0.043343662295909684
2024-05-06,0.04245190181428042
2024-05-07,0.04278270448922805
2024-05-08,0.04274977062302461
2024-05-09,0.045493355373143404
2024-05-10,0.0442822735140239
2024-05-13,0.04391438590169892
2024-05-14,0.04366793286424214
2024-05-15,0.043237014985853785
2024-05-16,0.037367991055028194
2024-05-17,0.029459900652117243
2024-05-20,0.029438741236934473
2024-05-21,0.028846978451984206
2024-05-22,0.029684849663575236
2024-05-23,0.02949184251758029
2024-05-24,0.029444468883497645
2024-05-27,0.029461882778030694
2024-05-28,0.027519814599759603
2024-05-29,0.02900357905752865
2024-05-31,0.023772805130750044
2024-06-03,0.022431464649479843
2024-06-04,0.02078414191574119
2024-06-05,0.020838116763856645
2024-06-06,0.020524297900436746
2024-06-07,0.022401554057533527
2024-06-10,0.020334722357731067
2024-06-11,0.02045833687986627
2024-06-12,0.023383254325900875
2024-06-13,0.023977929534575393
2024-06-14,0.024539193617808538
2024-06-17,0.02359644779530384
2024-06-18,0.023345274914871778
2024-06-19,0.023415550228106402
2024-06-20,0.02535529274835069
2024-06-21,0.030636460912890618
2024-06-24,0.03098372668756805
2024-06-25,0.030834830074524217
2024-06-26,0.0315318803909576
2024-06-27,0.03149245571693654
2024-06-28,0.03151928614113373
2024-07-01,0.042293573729068466
2024-07-02,0.04235717621228554
2024-07-03,0.04681290584622406
2024-07-04,0.05111182451583641
2024-07-05,0.051098905025987074
2024-07-08,0.05097365414105847
2024-07-09,0.04973327716493668
2024-07-10,0.05083583638091695
2024-07-11,0.04907966717888646
2024-07-12,0.04908002000449409
2024-07-15,0.04929134208151814
2024-07-16,0.04863279307404271
2024-07-17,0.04944055064247774
2024-07-18,0.052998386014162326
2024-07-19,0.05248334148129391
2024-07-22,0.05003314211263748
2024-07-23,0.05121986613482809
2024-07-24,0.05130599373656608
2024-07-25,0.050829892111777644
2024-07-26,0.050943229409509835
2024-07-29,0.05057267346990673
2024-07-30,0.03988039805941784
2024-07-31,0.03934008214722026
2024-08-01,0.040139413566424864
2024-08-02,0.04421491992998527
2024-08-05,0.04430265439896986
2024-08-06,0.05151371767747035
2024-08-07,0.05139316503390109
2024-08-08,0.05031367575287421
2024-08-09,0.04967573345174863
2024-08-12,0.0496740057267699
2024-08-13,0.05022641735390918
2024-08-14,0.050228650687636885
2024-08-15,0.050605065505931905
2024-08-16,0.04951507629394717
2024-08-19,0.05267369876706428
2024-08-20,0.05266232531018685
2024-08-21,0.051141008028081275
2024-08-22,0.0511265760857426
2024-08-23,0.05180369786591759
2024-08-26,0.051959115185868314
2024-08-27,0.051950601050714244
2024-08-28,0.05269922145347564
2024-08-29,0.05299267758757539
2024-08-30,0.05061148869182449
2024-09-02,0.04246358845939041
2024-09-03,0.04159305156744438
2024-09-04,0.035014372671323304
2024-09-05,0.03521613873940579
2024-09-06,0.035327851104115064
2024-09-09,0.03539888275344878
2024-09-10,0.035774515317322605
2024-09-11,0.037803729232372296
2024-09-12,0.03768598998945816
2024-09-13,0.036689188381005995
2024-09-16,0.03320613651072281
2024-09-17,0.02665635906939327
2024-09-18,0.026658369107653773
2024-09-19,0.03359393605851456
2024-09-20,0.034587493077757187
2024-09-23,0.03332958625509565
2024-09-24,0.034701837944654076
2024-09-25,0.03461655430791488
2024-09-26,0.033225214681037535
2024-09-27,0.03299027275412937
2024-09-30,0.032117589618885126
2024-10-01,0.03294848987769681
2024-10-02,0.03314974265535395
2024-10-03,0.03270508236230162
2024-10-04,0.03355486738496072
2024-10-07,0.03335820805866159
2024-10-08,0.033321923686379255
2024-10-09,0.03390301415779419
2024-10-10,0.03143391006359982
2024-10-11,0.0320931140619728
2024-10-14,0.03174800293195153
2024-10-15,0.031917213986171235
2024-10-16,0.032352700697253996
2024-10-17,0.032496566754911686
2024-10-18,0.02686204581614702
2024-10-21,0.02523218430445159
2024-10-22,0.025577617359596343
2024-10-23,0.02314371544393437
2024-10-24,0.03444661984875759
2024-10-25,0.036345240117461014
2024-10-28,0.03626324196945074
2024-10-29,0.03748101291898559
2024-10-30,0.03670747474088877
2024-10-31,0.03631644715462014
2024-11-01,0.03648446706637497
2024-11-04,0.04157722917777866
2024-11-05,0.041655850491901215
2024-11-06,0.04194058152952879
2024-11-07,0.04303380199220201
2024-11-08,0.0428263866345495
2024-11-11,0.042622636391900205
2024-11-12,0.04573840517201703
2024-11-13,0.045877567640173006
2024-11-14,0.045577613993645474
2024-11-18,0.04550685124944853
2024-11-19,0.04700847313815905
2024-11-21,0.04783654793002109
2024-11-22,0.04840594475820619
2024-11-25,0.048405786985782635
2024-11-26,0.04128380072072957
2024-11-27,0.04229049743798893
2024-11-28,0.04647803453546507
2024-11-29,0.04533854754853344
2024-12-02,0.04649776829337962
2024-12-03,0.048562581441694355
2024-12-04,0.050383629194255215
2024-12-05,0.045102486440818594
2024-12-06,0.0479140314224347
2024-12-09,0.04792823799517907
2024-12-10,0.049947692346888145
2024-12-11,0.05047709056925128
2024-12-12,0.0511082426254122
2024-12-13,0.0655875157018739
2024-12-16,0.06623016200241977
2024-12-17,0.06586557522375841
2024-12-18,0.06586521725574072
2024-12-19,0.06437257759264316
2024-12-20,0.06811502282593197
2024-12-23,0.06917431374362794
2024-12-24,0.06917173609728253
2024-12-26,0.0687448562148023
2024-12-27,0.06822144277264955
2024-12-30,0.06635125451326158
2024-12-31,0.06637032789408513
2025-01-02,0.06921253326587744
2025-01-03,0.07121841369383758
2025-01-06,0.07090645129247557
2025-01-07,0.07149236991532358
2025-01-08,0.06834809660310764
2025-01-09,0.06916063341137194
2025-01-10,0.06661504942903179
2025-01-13,0.06635145609023486
2025-01-14,0.06557394961360448
2025-01-15,0.043433754022809606
2025-01-16,0.04031119985502792
2025-01-17,0.2246617547857335
2025-01-20,0.22462859795808512
2025-01-21,0.2242000204628873
2025-01-22,0.22225446880257393
2025-01-23,0.22176001864105938
2025-01-24,0.22212224029796818
2025-01-27,0.22205824371970886
2025-01-28,0.22230065609194447
2025-01-29,0.2221524525424313
2025-01-30,0.22863137788249263
2025-01-31,0.22718746490490963
2025-02-03,0.22656423036914558
2025-02-04,0.22597826870939908
2025-02-05,0.2249665075994778
2025-02-06,0.22491375178005682
2025-02-07,0.22526652239235867
2025-02-10,0.22532718794378948
2025-02-11,0.22515727353171341
2025-02-12,0.2244387425676261
2025-02-13,0.2245292115308176
2025-02-14,0.22595175261457184
2025-02-17,0.05895901261331076
2025-02-18,0.05888387148908377
2025-02-19,0.057970821815943714
2025-02-20,0.05756118233147329
2025-02-21,0.057380187237407405
2025-02-24,0.05909712074212133
2025-02-25,0.05946090523083095
2025-02-26,0.061716725364819924
2025-02-27,0.06272022989782503
2025-02-28,0.0457078379899087
2025-03-05,0.04724034972474094
2025-03-06,0.04509920320576806
2025-03-07,0.04238755881517274
2025-03-10,0.04285688591637518
2025-03-11,0.044044589780973815
2025-03-12,0.04424085937162734
2025-03-13,0.04481506502658423
2025-03-14,0.04591028359353791
2025-03-17,0.0454386655251801
2025-03-18,0.04523314217774417
2025-03-19,0.040966599467300795
2025-03-20,0.04323551709355851
2025-03-21,0.04315164117730425
2025-03-24,0.0434098941116012
2025-03-25,0.042671008209999924
2025-03-26,0.04101740387983093
2025-03-27,0.04101818192254588
2025-03-28,0.04105348387922741
2025-03-31,0.04181222988058759
2025-04-01,0.04147105444044828
2025-04-02,0.03795514916969543
2025-04-03,0.03685753679683879
2025-04-04,0.03907131158127812
2025-04-07,0.03972072375292992
2025-04-08,0.03908882397739679
2025-04-09,0.03954314911955569
2025-04-10,0.03940176758979871
2025-04-11,0.039280576392752425
2025-04-14,0.041330188707383635
2025-04-15,0.04119656572784192
2025-04-16,0.04376553978468927
2025-04-17,0.04515208575157816
2025-04-22,0.03723950137594162
2025-04-23,0.039447362020677106
2025-04-24,0.0408211420792975
2025-04-25,0.03951938695931157
2025-04-28,0.03845352307595966
2025-04-29,0.03866805967780086
2025-04-30,0.037262021289547274
2025-05-02,0.03754403656533614
2025-05-05,0.04287858757282994
2025-05-06,0.042147592694773695
2025-05-07,0.042140640379545964
2025-05-08,0.04210898291502044
2025-05-09,0.042033512123561434
2025-05-12,0.04177067891461331
2025-05-13,0.03712062963953037
2025-05-14,0.037394829666400994
2025-05-15,0.03737200200037741
2025-05-16,0.03659788466451606
2025-05-19,0.036671609692444006
2025-05-20,0.03605696019026406
2025-05-21,0.03940431884065249
2025-05-22,0.03962041847832436
2025-05-23,0.037408269503089606
2025-05-26,0.03386425086426946
2025-05-27,0.03411235028830458
2025-05-28,0.03380525819012715
2025-05-29,0.03375284919570321
2025-05-30,0.03430699718559399
2025-06-02,0.034864922679514555
2025-06-03,0.02990335472192251
2025-06-04,0.03061916106297149
2025-06-05,0.03427748482128474
2025-06-06,0.03422399921401169
2025-06-09,0.03481070125308934
2025-06-10,0.034753133645864215
2025-06-11,0.03444023320722621
2025-06-12,0.03648560531980759
2025-06-13,0.03899062091318683
2025-06-16,0.0380621205696486
2025-06-17,0.03676019191139861
2025-06-18,0.036697692376583095
2025-06-20,0.03430318461427468
2025-06-23,0.034277405383957855
2025-06-24,0.03359469406659315
2025-06-25,0.033684257554561454
2025-06-26,0.03442446347608988
2025-06-27,0.03511286518670392
2025-06-30,0.03759737164456102
2025-07-01,0.03728563449036833
2025-07-02,0.03673048931324776
2025-07-03,0.036995334764787426
2025-07-04,0.03612802999665201
2025-07-07,0.03227532875578595
2025-07-08,0.03156722483126205
2025-07-09,0.03370236005419315
2025-07-10,0.03544342554882514
2025-07-11,0.03425191166634068
2025-07-14,0.032815990278277946
2025-07-15,0.02947494852392635
2025-07-16,0.02903585410307673
2025-07-17,0.02896650967767584
2025-07-18,0.028905315928912833
2025-07-21,0.028641638726574492
2025-07-22,0.02900302028461495
2025-07-23,0.029019215254053793
2025-07-24,0.028766903072828646
2025-07-25,0.028545418212435555
2025-07-28,0.02801802013702523
2025-07-29,0.026127362922968387
2025-07-30,0.025984184964127705
2025-07-31,0.02694738545351791
2025-08-01,0.02783455037285294
2025-08-04,0.027999414135249007
2025-08-05,0.027882426428626896
2025-08-06,0.027816972514282667
2025-08-07,0.025759303789485027
2025-08-08,0.02250049281250279
2025-08-11,0.02280984721999065
2025-08-12,0.02272772164463218
2025-08-13,0.021525540375463018
2025-08-14,0.01964319562592759
2025-08-15,0.02028126520933224
2025-08-18,0.021332598741374133
2025-08-19,0.026686521810634613
2025-08-20,0.026625657890458385
2025-08-21,0.02754131276033201
2025-08-22,0.03033386417261296
2025-08-25,0.03004670392877765
2025-08-26,0.03115441186881781
2025-08-27,0.030847477541285858
2025-08-28,0.03224473013359546
2025-08-29,0.030071557438578245
2025-09-01,0.03002662214690287
2025-09-02,0.030020390641706585
2025-09-03,0.030230931217296343
2025-09-04,0.029367010705107673
2025-09-05,0.029428847581895633
2025-09-08,0.029744059427895733
2025-09-09,0.029476299222049807
2025-09-10,0.030704234546106598
2025-09-11,0.030492425890701547
2025-09-12,0.0305452637174836
2025-09-15,0.02997250268774027
2025-09-16,0.028844048303138872
2025-09-17,0.022155276792470202
2025-09-18,0.028256259007066437
2025-09-19,0.0271979574102764
2025-09-22,0.027772648034989546
2025-09-23,0.027849329173773713
2025-09-24,0.02688308228391609
2025-09-25,0.02851598388545647
2025-09-26,0.02653133389524898
2025-09-29,0.02651798755099524
2025-09-30,0.02781343004664622
2025-10-01,0.02842321430807693
2025-10-02,0.02957702354101205
2025-10-03,0.029769492190432834
2025-10-06,0.028541496221865185
2025-10-07,0.028063192765724183
2025-10-08,0.028454188816016922
2025-10-09,0.026234413036786863
2025-10-10,0.02547538042554129
2025-10-13,0.025207572300520495
2025-10-14,0.024579237601562186
2025-10-15,0.02539859381806678
2025-10-16,0.02589180862593366
2025-10-17,0.023366936413893667
2025-10-20,0.02350436480659848
2025-10-21,0.022606352705829776
2025-10-22,0.022611380890077477
2025-10-23,0.023457951637608828
2025-10-24,0.023133961195936612
2025-10-27,0.024451487754783206
2025-10-28,0.024574096890222892
2025-10-29,0.023265036126363072
2025-10-30,0.022678357455801563
2025-10-31,0.024361293391425485
2025-11-03,0.023795115458593842
2025-11-04,0.023807455384418443
2025-11-05,0.021825663279543106
2025-11-06,0.022412213786509025
2025-11-07,0.02279771076081478
2025-11-10,0.023131744220348128
2025-11-11,0.02638643774998407
2025-11-12,0.026184026942617903
2025-11-13,0.030723218722582057
2025-11-14,0.03127632988040431
2025-11-17,0.031522176325946845
2025-11-18,0.03160476176693215
2025-11-19,0.030849083298003975
2025-11-21,0.0307228304948441
2025-11-24,0.030744836938991875
2025-11-25,0.030692880297458962
2025-11-26,0.030283096706933754
2025-11-27,0.03032803960927158
2025-11-28,0.030479422112139783
2025-12-01,0.030334012289299335
2025-12-02,0.028819582147123404
2025-12-03,0.029175560363685057
2025-12-04,0.02923174525617293
2025-12-05,0.04312363602985886
2025-12-08,0.0429025120892615
2025-12-09,0.042472063966560274
2025-12-10,0.041746562261746535
2025-12-11,0.03638867246084798
2025-12-12,0.03931571399405549
2025-12-15,0.03764065773900052
2025-12-16,0.03797287488090714
2025-12-17,0.039591022330832774
2025-12-18,0.03918966511220693
2025-12-19,0.04117213287424983
2025-12-22,0.04112946035068766
2025-12-23,0.04124252219681053
2025-12-24,0.0412384483686497
2025-12-26,0.04242829464236788
2025-12-29,0.042567615862060156
2025-12-30,0.042393916965695
2025-12-31,0.042344488065624526
2026-01-02,0.04172338008204281
2026-01-05,0.04129657298995174
2026-01-06,0.04129360505411593
2026-01-07,0.026510272971091355
2026-01-08,0.026447094913762216
